id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
313,F,1.725,1.325,0.475,43.8714415,19.06503875,10.16329575,13.60776,13.0
314,M,1.55,1.2,0.4125,30.1922175,13.53688625,7.1724235,8.60407325,13.0
315,I,1.0875,0.8125,0.2625,10.50348975,4.46504625,2.22543575,3.231843,7.0
316,I,0.75,0.575,0.2,4.20990075,1.814368,0.793786,1.2757275,5.0
317,I,0.5875,0.4375,0.1375,1.80019325,0.7654365,0.35436875,0.56699,6.0
318,I,1.2375,1.0,0.325,18.86659225,9.56795625,4.06815325,4.819415,8.0
319,M,1.65,1.3125,0.4375,44.80638475,20.68096025,10.87203325,11.60912025,11.0
320,F,1.6125,1.25,0.4375,39.13648475,19.1359125,8.00873375,10.1207715,19.0
321,M,1.3625,1.1,0.4,24.7491135,8.23552975,5.1879585,7.37087,12.0
322,I,0.9375,0.7,0.2125,6.13766675,2.65067825,1.077281,1.5025235,7.0
323,I,1.3,0.9625,0.2875,17.44911725,8.051258,3.4869885,4.819415,8.0
324,I,0.9625,0.7375,0.2125,7.9095105,3.35941575,1.37495075,2.438057,6.0
325,I,0.9625,0.7625,0.2375,8.15048125,4.0539785,1.80019325,2.324659,7.0
326,F,1.4125,1.1,0.3125,24.08290025,11.453198,4.86193925,6.3786375,8.0
327,M,1.375,1.1125,0.3625,24.323871,10.6877615,5.00368675,6.0951425,8.0
328,M,1.5625,1.2375,0.4125,31.808139,16.612807,6.22271525,8.0796075,11.0
329,I,0.9375,0.7,0.275,6.13766675,2.721552,1.0489315,2.1262125,8.0
330,F,1.5,1.1625,0.3375,27.895908,13.79203175,5.79747275,7.66853975,10.0
331,F,1.3,1.075,0.325,20.638436,9.6104805,4.3941725,6.23689,11.0
332,F,0.8625,0.6375,0.2375,5.6415505,2.1262125,1.48834875,1.871067,9.0
333,I,1.5375,1.2,0.3625,32.0065855,14.855138,7.3425205,8.788345,13.0
334,M,1.425,1.125,0.35,23.7285315,10.19164525,5.00368675,6.6621325,8.0
335,I,0.7375,0.5625,0.225,4.422522,2.041164,1.37495075,1.0489315,3.0
336,I,0.9125,0.675,0.225,5.06038575,2.42388225,1.13398,1.13398,6.0
337,I,1.0875,0.8375,0.2625,11.94931425,4.9611625,2.14038725,3.2034935,7.0
338,I,0.9375,0.725,0.25,6.30776375,2.6932025,1.31825175,2.1262125,7.0
339,I,0.8,0.6,0.1875,4.082328,1.71514475,0.963883,1.2757275,5.0
340,F,1.5625,1.2375,0.3875,32.2900805,16.4710595,6.90310325,8.9867915,10.0
341,I,1.0875,0.8375,0.275,10.41844125,3.40194,2.3530085,2.9766975,9.0
342,F,1.6,1.275,0.4125,41.80133775,15.52135125,8.731646,11.509897,9.0
343,M,1.4125,1.125,0.4375,25.287754,9.752228,7.3425205,8.0796075,10.0
344,M,1.3625,1.075,0.3625,22.6512505,9.51125725,4.422522,6.23689,10.0
345,I,1.3,1.0,0.3375,18.1153305,8.60407325,3.86970675,5.953395,10.0
346,I,0.9,0.675,0.225,6.577084,3.061746,1.23320325,1.984465,7.0
347,F,1.5625,1.175,0.4125,33.962701,10.70193625,5.74077375,11.4815475,21.0
348,M,1.4375,1.05,0.425,25.287754,10.61688775,6.293589,9.07184,10.0
349,I,1.375,1.0,0.35,21.885814,9.87980075,4.195726,5.10291,9.0
350,F,1.7375,1.375,0.425,44.21104525,21.89998875,10.56018875,11.3398,12.0
351,I,0.95,0.725,0.25,7.9662095,3.41611475,1.757669,2.26796,7.0
352,F,1.6875,1.275,0.425,41.23434775,17.8885345,10.0073735,10.90038275,11.0
353,I,1.35,1.05,0.375,23.756881,10.9145575,4.8477645,7.2291225,9.0
354,I,1.15,0.8625,0.3,11.7650425,4.9611625,2.324659,3.685435,9.0
355,F,1.65,1.3125,0.4375,44.91978275,17.78931125,6.13766675,11.90679,18.0
356,F,1.625,1.2,0.4125,32.21920675,16.0174675,6.8322295,8.50485,10.0
357,F,1.4375,1.175,0.375,29.44095575,9.752228,6.59125875,8.9300925,14.0
358,I,1.3625,1.1,0.35,24.28134675,10.81533425,4.86193925,7.5126175,10.0
359,M,1.2375,0.95,0.3625,16.42853525,5.5281525,4.025629,4.6776675,10.0
360,M,1.35,1.0875,0.4125,26.35086025,9.08601475,4.63514325,10.0640725,22.0
361,F,0.9875,0.7375,0.2625,10.2341695,4.55009475,2.778251,2.9199985,7.0
362,I,0.8625,0.675,0.225,5.82582225,2.721552,1.0489315,1.74349425,6.0
363,M,1.5375,1.125,0.4375,32.601925,15.2803805,6.59125875,8.788345,10.0
364,I,0.525,0.375,0.0875,0.89300925,0.29766975,0.15592225,0.35436875,4.0
365,I,1.2,0.925,0.3125,15.8473705,7.01650125,2.778251,3.742134,7.0
366,I,1.1,0.8625,0.275,11.850091,5.6982495,2.2963095,3.5436875,6.0
367,F,1.0875,0.8125,0.2875,11.623295,5.14543425,2.494756,3.8271825,11.0
368,M,1.4375,1.125,0.4125,22.75047375,9.28446125,4.63514325,7.7961125,12.0
369,F,1.5375,1.1875,0.375,30.674159,14.04717725,5.40057975,9.922325,10.0
370,M,1.275,0.9875,0.325,18.257078,7.10154975,4.01145425,3.96893,9.0
371,M,1.675,1.275,0.4375,42.354153,15.8473705,9.128539,14.74174,17.0
372,F,1.425,1.1125,0.3375,19.20678625,8.66077225,3.72795925,5.2446575,10.0
373,M,1.225,0.975,0.375,18.01610725,7.75358825,4.309124,6.0951425,8.0
374,I,0.8125,0.6,0.1875,4.32329875,2.14038725,0.86465975,1.2757275,6.0
375,F,1.8125,1.375,0.4875,53.4388075,25.3728025,10.77281,15.30873,11.0
376,I,1.375,1.075,0.3625,21.8007655,8.278054,4.52174525,7.087375,11.0
377,M,1.5125,1.2,0.4125,32.2900805,15.63474925,7.7394135,9.63883,9.0
378,F,1.7125,1.2875,0.5,47.7689075,22.6796,11.49572225,11.623295,10.0
379,F,1.225,0.975,0.3625,18.86659225,7.92368525,3.95475525,6.19436575,9.0
380,I,0.825,0.625,0.2,6.23689,2.82077525,1.11980525,1.984465,8.0
381,M,1.625,1.275,0.4875,41.560367,16.48523425,10.6877615,11.3398,11.0
382,F,1.5625,1.2,0.3875,30.0221205,12.94154675,6.67630725,8.6465975,17.0
383,F,1.425,1.125,0.3625,26.251637,11.0846545,5.11708475,7.5126175,11.0
384,I,0.8,0.6125,0.225,4.29494925,2.14038725,1.23320325,1.5592225,6.0
385,F,1.4125,1.1,0.375,22.92057075,8.63242275,5.1879585,6.3786375,11.0
386,M,1.6125,1.225,0.4375,37.6197865,14.7133905,7.72523875,10.9145575,13.0
387,F,1.1,0.8625,0.3,13.90542975,5.6982495,3.061746,3.685435,8.0
388,I,1.2,0.9875,0.325,16.51358375,8.29222875,4.43669675,3.96893,8.0
389,I,1.125,0.825,0.25,10.716111,4.32329875,2.097863,2.9766975,7.0
390,M,1.4125,1.1,0.4,28.76056775,13.1825175,6.64795775,7.12989925,8.0
391,I,0.8125,0.6,0.175,4.309124,1.85689225,0.86465975,1.530873,5.0
392,I,1.2875,1.1,0.3375,21.87163925,9.48290775,4.60679375,6.747181,9.0
393,F,1.6,1.2125,0.425,33.1972645,15.35125425,8.391452,8.9300925,11.0
394,M,1.525,1.1875,0.375,27.59823825,11.169703,6.2085405,8.50485,18.0
395,F,1.6375,1.2625,0.3875,36.55668025,17.84601025,8.57572375,10.0073735,10.0
396,I,0.45,0.375,0.1125,0.8221355,0.35436875,0.18427175,0.283495,4.0
397,M,1.5375,1.175,0.375,29.95124675,13.53688625,7.07320025,7.144074,9.0
398,M,1.475,1.1,0.4125,28.2644515,12.813974,6.9456275,7.7961125,9.0
399,M,1.45,1.175,0.4125,24.42309425,11.15552825,4.12485225,6.13766675,12.0
400,I,1.2875,1.0,0.3125,19.7029025,9.07184,2.62232875,4.9611625,9.0
401,M,1.325,1.05,0.4125,23.85610425,10.319218,5.3580555,6.9456275,20.0
402,I,0.8375,0.625,0.2125,5.6699,2.16873675,1.6726205,1.5592225,6.0
403,M,1.425,1.1625,0.35,29.540179,14.8834875,5.1312595,8.9300925,10.0
404,M,1.25,0.9625,0.3,16.3576615,6.7755305,3.6570855,4.9611625,9.0
405,I,1.2,0.925,0.3,16.37183625,7.92368525,2.90582375,4.082328,8.0
406,M,1.75,1.4125,0.4625,50.6605565,26.80445225,10.67358675,12.3320325,10.0
407,M,1.425,1.125,0.4375,24.720764,10.9712565,5.783298,7.7961125,11.0
408,M,1.5125,1.125,0.3875,29.1716355,12.82814875,5.59902625,7.087375,14.0
409,F,1.5875,1.2875,0.3875,33.89182725,15.77649675,7.47009325,9.4970825,10.0
410,F,1.5,1.15,0.375,29.44095575,11.736693,6.4353365,8.6465975,17.0
411,M,1.5625,1.2125,0.4375,34.65726375,15.1669825,8.221355,9.7805775,11.0
412,F,1.25,0.9875,0.3,16.782904,7.767763,3.81300775,5.443104,9.0
413,M,1.5875,1.275,0.4,35.72037,12.99824575,8.68912175,9.70970375,10.0
414,F,1.4375,1.1875,0.4,31.467945,15.6772735,6.80388,7.7961125,10.0
415,F,1.4,1.075,0.375,24.834162,12.51630425,4.989512,6.3786375,9.0
416,M,1.225,0.975,0.3125,16.23008875,6.73300625,3.27436725,4.9611625,9.0
417,M,1.65,1.25,0.3875,39.70347475,18.38465075,8.221355,9.4970825,9.0
418,I,0.925,0.7125,0.225,6.47786075,2.7499015,1.7860185,2.1262125,7.0
419,M,0.9625,0.725,0.2375,6.30776375,3.4869885,1.4458245,2.154562,6.0
420,I,1.175,0.8875,0.275,10.98543125,4.23825025,2.50893075,3.40194,7.0
421,F,1.575,1.1875,0.475,30.40483875,13.87708025,5.59902625,9.2135875,9.0
422,M,1.675,1.3125,0.425,38.3001745,17.6050395,8.0229085,9.07184,10.0
423,I,1.1125,0.825,0.35,10.02154825,5.37223025,2.891649,2.9766975,8.0
424,M,1.275,1.0,0.35,19.83047525,8.60407325,3.86970675,5.5281525,9.0
425,M,1.3,1.0375,0.375,21.8007655,10.035723,4.025629,5.10291,11.0
426,F,1.35,1.0625,0.35,21.38969775,8.34892775,4.7343665,7.7961125,15.0
427,I,0.8875,0.65,0.2125,5.59902625,2.211261,0.97805775,1.814368,6.0
428,M,1.5625,1.2,0.4375,35.76289425,13.834556,6.4353365,13.7495075,16.0
429,I,1.075,0.8125,0.25,9.19941275,3.24601775,1.88524175,2.6932025,8.0
430,F,1.5375,1.3125,0.4875,39.56172725,17.13727275,8.20718025,10.4042665,9.0
431,M,1.325,1.0625,0.3625,22.566202,9.412034,5.40057975,5.2446575,8.0
432,M,1.25,0.9375,0.325,18.75319425,8.68912175,3.912231,5.10291,8.0
433,F,1.5,1.125,0.325,21.5172705,10.47514025,4.86193925,6.80388,16.0
434,I,1.375,1.0625,0.3625,21.72989175,8.46232575,4.819415,6.6621325,14.0
435,F,1.4125,1.1375,0.375,26.7902775,8.7032965,5.74077375,8.221355,19.0
436,F,1.4125,1.0625,0.375,24.90503575,12.8990225,4.819415,6.9456275,8.0
437,F,1.5375,1.175,0.4125,31.467945,13.53688625,6.406987,8.50485,12.0
438,M,1.5,1.125,0.3875,27.88173325,8.334753,7.257472,11.056305,19.0
439,I,1.1375,0.875,0.2875,13.04077,6.76135575,2.87747425,3.04757125,7.0
440,F,1.425,1.0875,0.375,27.62658775,11.679994,6.010094,7.01650125,9.0
441,F,1.5125,1.175,0.425,29.72445075,13.097469,6.19436575,7.654365,10.0
442,F,1.5875,1.2875,0.4625,36.4291075,16.386011,8.71747125,10.489315,22.0
443,I,0.6375,0.45,0.15,3.515338,1.474174,0.7654365,0.963883,5.0
444,I,1.0625,0.8375,0.3,9.36950975,3.98310475,1.99863975,2.6932025,8.0
445,F,1.6125,1.2875,0.4375,37.9032815,14.401546,8.4765005,11.90679,16.0
446,I,0.8875,0.7125,0.225,7.72523875,3.2601925,1.63009625,2.1262125,8.0
447,M,1.3875,1.1,0.375,25.0893075,9.70970375,5.25883225,7.32834575,12.0
448,F,1.375,1.075,0.3625,23.019794,8.77417025,4.77689075,6.633783,10.0
449,I,0.95,0.6875,0.2375,6.577084,2.67902775,1.23320325,2.1262125,7.0
450,M,1.575,1.2125,0.4,31.31202275,14.50076925,6.90310325,8.788345,10.0
451,I,1.1875,0.8875,0.2875,15.6205745,6.02426875,3.64291075,3.8271825,8.0
452,M,1.55,1.175,0.3875,33.8776525,13.87708025,6.27941425,10.0640725,10.0
453,M,1.5625,1.1875,0.4125,34.6147395,16.045817,6.973977,9.07184,9.0
454,M,1.775,1.4125,0.5375,72.4329725,32.1199835,13.19669225,13.60776,13.0
455,F,1.625,1.2875,0.475,39.8877465,19.0225145,9.865626,8.50485,8.0
456,M,1.6125,1.2,0.4,32.16250775,14.92601175,7.6260155,8.788345,11.0
457,F,1.6,1.225,0.4125,31.808139,14.2030995,7.711064,8.9300925,11.0
458,M,1.1125,0.875,0.3,11.89261525,4.80524025,2.42388225,3.685435,15.0
459,M,1.5,1.125,0.425,31.127751,11.12717875,7.7394135,8.9300925,14.0
460,F,1.5,1.2,0.4125,31.18445,12.40290625,6.61960825,10.0640725,11.0
461,I,1.3125,1.0,0.35,19.85882475,9.6671795,3.96893,5.0178615,8.0
462,F,1.625,1.2875,0.45,38.612019,13.5794105,8.391452,11.509897,11.0
463,M,1.5625,1.2,0.475,33.0271675,10.81533425,6.13766675,10.3475675,16.0
464,M,1.25,0.975,0.3375,20.19901875,9.70970375,4.63514325,5.5281525,9.0
465,M,1.3625,1.0,0.325,23.88445375,9.99319875,4.5642695,5.10291,12.0
466,F,1.4625,1.125,0.3375,25.33027825,10.9712565,4.592619,7.5126175,10.0
467,F,1.575,1.2875,0.4375,38.03085425,14.685041,7.0023265,13.1825175,18.0
468,I,1.1125,0.8375,0.2625,11.55242125,4.9611625,2.14038725,3.8271825,6.0
469,M,1.15,0.9375,0.3,13.53688625,5.4147545,2.50893075,4.252425,9.0
470,F,1.5625,1.225,0.45,32.50270175,12.79979925,8.12213175,8.9300925,11.0
471,M,1.475,1.1375,0.5875,35.5786225,16.3009625,7.9662095,11.056305,18.0
472,I,1.125,0.825,0.3,13.04077,6.25106475,2.56562975,3.8271825,10.0
473,F,1.525,1.175,0.3625,30.43318825,13.1258185,6.76135575,8.788345,12.0
474,I,1.4125,1.125,0.325,20.19901875,9.7238785,4.60679375,6.3786375,8.0
475,F,1.6375,1.275,0.525,42.410852,16.2442635,9.5537815,11.3398,18.0
476,M,0.8625,0.6375,0.2125,5.31553125,2.211261,0.97805775,1.70097,6.0
477,I,0.9,0.675,0.225,5.556502,2.67902775,1.020582,1.65844575,6.0
478,M,1.4375,1.1125,0.375,24.153774,10.6877615,5.273007,7.7961125,11.0
479,F,1.525,1.2,0.425,32.0065855,15.3937785,6.80388,8.788345,12.0
480,I,1.1,0.875,0.275,12.6722265,4.74854125,2.87747425,3.40194,9.0
481,I,0.4125,0.275,0.1375,0.793786,0.21262125,0.0850485,0.1417475,6.0
482,F,1.5375,1.2,0.4125,32.16250775,14.911837,7.35669525,8.9300925,15.0
483,I,1.225,0.9625,0.3125,14.004653,5.62737575,2.721552,3.685435,8.0
484,I,1.175,0.9125,0.3,15.6205745,7.030676,3.95475525,4.5642695,8.0
485,F,1.225,0.9375,0.3125,15.71979775,8.77417025,3.8271825,5.10291,8.0
486,F,1.25,0.9625,0.3625,15.989118,5.17378375,3.58621175,5.2446575,13.0
487,I,0.8,0.625,0.175,4.80524025,2.05533875,0.9355335,1.23320325,5.0
488,I,1.3125,1.0,0.275,21.9708625,10.19164525,4.8477645,5.2446575,9.0
489,I,0.9,0.675,0.2,5.96756975,2.36718325,1.28990225,1.984465,7.0
490,F,1.5125,1.1875,0.3625,30.06464475,13.210867,6.2652395,7.5126175,10.0
491,M,1.425,1.0875,0.3875,23.51591025,9.62465525,5.85417175,7.2291225,13.0
492,M,1.5625,1.1375,0.375,25.7696955,12.587178,5.6699,7.5126175,10.0
493,I,0.95,0.725,0.225,6.39281225,2.721552,1.6159215,2.26796,6.0
494,F,1.7375,1.325,0.5375,51.95045875,23.530085,11.963489,12.40290625,11.0
495,M,1.4125,1.1,0.375,27.499015,12.94154675,5.2446575,7.540967,8.0
496,M,1.175,0.9375,0.3,16.42853525,6.7755305,3.4869885,5.2446575,7.0
497,M,1.2625,1.0125,0.35,19.447757,7.98038425,3.9405805,6.23689,10.0
498,F,1.25,1.0,0.3625,21.9708625,9.59630575,5.046211,6.23689,10.0
499,M,1.475,1.125,0.375,26.503868,12.60135275,6.7188315,6.9456275,10.0
500,I,1.15,0.875,0.325,13.39513875,5.556502,2.99087225,4.252425,9.0
501,I,0.95,0.7,0.2375,6.23689,3.118445,1.17650425,1.70097,7.0
502,I,0.7375,0.55,0.2125,3.4302895,1.1056305,0.69456275,0.97805775,6.0
503,I,1.15,0.9,0.3,12.34620725,6.13766675,2.721552,3.5436875,8.0
504,M,1.5875,1.225,0.375,33.12639075,17.1514475,6.10931725,8.9300925,9.0
505,F,1.65,1.3,0.5,45.812792,20.68096025,9.3836845,12.3887315,11.0
506,M,1.4125,1.0875,0.3625,21.8007655,10.035723,4.422522,6.0951425,9.0
507,F,1.6875,1.325,0.4875,45.756093,14.44407025,9.7805775,16.5844575,22.0
508,M,1.15,0.875,0.2625,10.262519,4.46504625,2.22543575,3.118445,12.0
509,I,0.7875,0.575,0.225,3.64291075,1.2190285,1.13398,1.13398,7.0
510,F,1.5125,1.1875,0.4,28.02348075,12.587178,6.3786375,7.654365,10.0
511,M,1.3125,0.9625,0.3125,17.0380495,7.04485075,4.252425,5.2446575,8.0
512,F,1.65,1.3125,0.5,44.06929775,19.674553,11.07047975,13.1825175,12.0
513,F,1.075,0.85,0.2625,10.33339275,4.46504625,2.2396105,3.40194,13.0
514,I,0.875,0.6625,0.1875,5.6699,1.97029025,1.247378,1.51669825,7.0
515,F,1.55,1.3125,0.425,31.65221675,16.0174675,7.3425205,9.08601475,10.0
516,I,0.7125,0.525,0.1625,3.005047,1.17650425,0.49611625,0.9922325,3.0
517,I,1.3125,1.0625,0.325,23.74270625,10.432616,4.57844425,6.80388,8.0
518,F,1.6625,1.25,0.4625,40.993377,16.4710595,9.015141,11.056305,11.0
519,F,1.6125,1.3,0.3875,42.354153,20.695135,10.13494625,10.489315,8.0
520,F,1.725,1.3375,0.475,51.199197,22.24018275,11.15552825,14.5999925,19.0
521,I,1.4125,1.075,0.3375,20.76600875,9.8372765,4.2240755,6.0951425,9.0
522,I,1.0125,0.7625,0.275,9.02931575,3.78465825,2.05455075,2.6365035,8.0
523,I,1.375,1.0,0.35,18.6256215,7.1724235,4.53592,5.386405,8.0
524,M,1.4,1.1125,0.4375,26.97454925,11.18387775,5.4714535,7.7961125,10.0
525,M,1.55,1.2,0.3875,34.7848365,15.705623,7.3425205,7.7961125,9.0
526,I,0.875,0.675,0.225,5.5848515,2.05533875,0.86465975,1.8427175,6.0
527,F,1.725,1.4125,0.4375,47.173568,23.28911425,11.60912025,12.6155275,11.0
528,F,1.5,1.1875,0.375,29.5685285,13.19669225,6.2652395,7.93786,10.0
529,F,1.325,1.0625,0.35,19.1926115,8.12213175,4.01145425,5.5281525,8.0
530,I,1.1,0.8375,0.25,10.95708175,4.9044635,2.08368825,3.118445,6.0
531,M,1.425,1.125,0.375,24.79163775,9.808927,6.0951425,7.35669525,9.0
532,I,1.3,1.0,0.3,16.71203025,6.81805475,3.061746,4.7343665,10.0
533,I,0.85,0.65,0.1875,5.10291,2.438057,1.13398,1.70097,6.0
534,M,1.6125,1.225,0.3875,33.43823525,13.56523575,7.3992195,8.9300925,10.0
535,I,1.3,1.0125,0.3625,21.885814,9.82310175,4.3941725,5.10291,9.0
536,I,0.925,0.7,0.1875,5.0745605,2.19708625,0.86465975,1.5592225,6.0
537,M,1.375,1.0625,0.325,18.1153305,8.164656,3.7704835,5.5281525,12.0
538,M,1.625,1.2375,0.5375,36.7693015,16.939209,8.46232575,10.0640725,10.0
539,M,1.3125,1.0,0.3125,21.13455225,9.76640275,4.89028875,5.2446575,9.0
540,I,0.95,0.7625,0.2125,8.901743,4.86193925,1.51669825,2.2963095,6.0
541,M,1.475,1.175,0.375,28.462898,13.154168,5.216308,7.15824875,8.0
542,F,1.4875,1.1875,0.3625,30.17804275,14.74174,4.57844425,7.83863675,9.0
543,M,1.45,1.1625,0.3875,28.25027675,12.1619355,7.0023265,7.5126175,11.0
544,I,1.1875,0.925,0.25,14.7700895,6.2085405,2.608154,4.3941725,7.0
545,M,0.9625,0.7625,0.225,7.98038425,2.721552,1.91359125,2.551455,11.0
546,I,1.3625,1.05,0.325,23.88445375,10.19164525,4.5075705,6.3786375,9.0
547,F,1.6375,1.275,0.4375,37.37881575,15.54970075,7.2858215,14.3164975,11.0
548,M,1.3875,1.05,0.425,26.365035,10.6877615,5.3013565,7.37087,18.0
549,I,0.8625,0.65,0.225,6.4920355,2.19708625,1.17650425,2.1262125,8.0
550,M,1.475,1.125,0.3625,25.69882175,9.695529,5.1312595,8.3631025,13.0
551,F,1.55,1.225,0.425,39.859397,18.01610725,8.66077225,9.4970825,14.0
552,F,1.6125,1.2,0.4625,32.205032,14.911837,7.427569,8.788345,8.0
553,M,1.5625,1.2125,0.4375,34.6714385,14.38737125,8.278054,9.07184,11.0
554,F,1.5875,1.2625,0.4125,37.32211675,15.592225,7.78193775,9.4970825,11.0
555,M,1.3125,1.05,0.3375,19.97222275,9.31281075,4.01145425,5.726599,10.0
556,F,1.25,0.975,0.3125,21.659018,9.525432,4.9044635,6.23689,8.0
557,M,1.6375,1.325,0.525,44.15434625,17.463292,8.29222875,12.40290625,14.0
558,I,1.175,0.8875,0.2875,13.04077,6.44951125,2.87747425,3.41611475,8.0
559,F,1.175,0.9625,0.375,17.33571925,4.57844425,3.3735905,7.2291225,18.0
560,F,1.625,1.3125,0.475,38.9805625,17.08057375,7.35669525,11.3398,12.0
561,I,0.925,0.725,0.25,7.18659825,3.061746,1.65844575,2.324659,9.0
562,M,0.5625,0.4125,0.125,1.54504775,0.75126175,0.4252425,0.43941725,4.0
563,I,0.5375,0.375,0.1375,1.45999925,0.35436875,0.18427175,1.13398,4.0
564,F,1.4,1.1,0.3875,30.504062,13.79203175,6.16601625,9.4970825,10.0
565,F,1.575,1.3125,0.475,35.02580725,14.74174,8.164656,10.489315,12.0
566,F,1.2875,1.025,0.3125,18.200379,7.0023265,4.479221,5.386405,10.0
567,I,1.1125,0.8375,0.275,10.9145575,4.706017,2.5231055,3.40194,7.0
568,F,1.5875,1.25,0.425,36.514156,16.96717575,9.96484925,8.9867915,9.0
569,I,0.5875,0.4375,0.1375,1.82854275,0.75126175,0.396893,0.56699,4.0
570,F,1.5625,1.25,0.4125,32.88542,13.7495075,8.34892775,9.07184,9.0
571,I,1.1375,0.8875,0.3125,12.09106175,4.77689075,2.7499015,3.685435,8.0
572,F,1.4125,1.075,0.3625,26.54930675,12.03436275,5.03203625,7.087375,12.0
573,I,1.15,0.875,0.275,12.7856245,5.329706,2.2963095,3.5436875,7.0
574,M,1.2125,0.95,0.3375,14.855138,6.05261825,3.7137845,4.9611625,9.0
575,M,1.2125,0.95,0.3125,18.4555245,7.58349125,3.7704835,4.819415,7.0
576,I,1.15,0.8625,0.275,12.51630425,4.97533725,2.721552,3.40194,8.0
577,I,0.8125,0.6,0.1875,4.80524025,2.26796,1.00640725,1.417475,7.0
578,F,1.025,0.7625,0.2625,9.63883,3.86970675,2.11203775,2.83495,9.0
579,M,1.6875,1.2625,0.4375,43.47395825,18.9091165,10.1207715,11.7650425,13.0
580,M,1.3,1.0125,0.375,20.87940675,9.42620875,4.37999775,6.0951425,12.0
581,M,1.15,0.8625,0.3,12.68640125,5.71242425,2.4097075,3.41611475,9.0
582,F,1.675,1.3125,0.5,41.4753185,18.83824275,7.6260155,10.0073735,10.0
583,F,1.5625,1.2375,0.4125,30.94347925,11.453198,6.4353365,11.056305,14.0
584,I,1.3125,1.0,0.3375,21.1203775,9.17106325,4.53592,4.9611625,9.0
585,M,1.3875,1.0375,0.3375,22.566202,8.334753,5.1879585,6.463686,13.0
586,F,1.45,1.1,0.4125,30.390664,11.4248485,7.41339425,8.3631025,15.0
587,M,1.55,1.175,0.4,32.034935,12.984071,7.4559185,8.9300925,13.0
588,M,1.4375,1.125,0.375,26.18076325,11.679994,6.180191,7.767763,11.0
589,F,1.65,1.3,0.475,39.3774555,19.00833975,8.8166945,10.0640725,11.0
590,F,1.55,1.2125,0.425,32.2333815,10.90038275,7.95203475,9.7805775,15.0
591,I,0.9125,0.6875,0.2375,6.27941425,2.7499015,1.26155275,1.984465,7.0
592,I,1.2125,0.9125,0.25,14.38737125,6.0384435,2.5231055,3.96893,6.0
593,I,0.975,0.75,0.2625,9.865626,4.03980375,2.08368825,2.4097075,6.0
594,M,1.675,1.275,0.45,43.0628905,19.43358225,10.70193625,12.40290625,10.0
595,M,1.2875,0.975,0.3625,18.4555245,8.68912175,3.72795925,6.23689,8.0
596,F,1.5,1.1875,0.425,32.16250775,13.4093135,7.540967,9.2135875,14.0
597,F,1.6,1.2625,0.4125,38.55532,15.762322,7.6827145,11.4815475,11.0
598,F,1.45,1.1375,0.325,23.586784,9.2135875,4.8477645,7.7961125,13.0
599,M,1.4875,1.1375,0.375,26.7902775,12.48795475,5.896696,7.2291225,8.0
600,M,1.1625,0.875,0.325,18.71067,10.77281,4.025629,4.479221,9.0
601,M,1.475,1.1375,0.3625,28.6613445,12.3320325,7.540967,7.654365,10.0
602,F,1.425,1.1125,0.3625,24.50814275,10.61688775,4.66349275,9.922325,10.0
603,I,1.375,1.0875,0.3125,18.4555245,8.43397625,3.9405805,5.953395,9.0
604,M,1.625,1.3125,0.475,39.9444455,19.03668925,8.34892775,10.3475675,11.0
605,F,1.625,1.25,0.4125,36.55668025,16.4710595,8.54737425,10.0640725,11.0
606,F,1.6875,1.4125,0.4625,49.45570275,24.28134675,10.9712565,12.8990225,11.0
607,M,1.15,0.8875,0.2875,13.99047825,5.37223025,2.16873675,4.3941725,9.0
608,M,1.725,1.375,0.5125,51.8512355,22.226008,10.95708175,12.47378,13.0
609,I,1.5375,1.275,0.375,32.16250775,13.93377925,6.25106475,8.9300925,11.0
610,M,1.7625,1.3125,0.5125,43.2896865,19.6462035,11.49572225,11.623295,13.0
611,M,1.4375,1.125,0.3625,26.138239,9.07184,5.9250455,7.37087,10.0
612,F,1.6375,1.2625,0.475,43.02036625,18.86659225,11.5382465,11.7650425,11.0
613,M,1.475,1.2,0.3625,30.43318825,8.71747125,6.5487345,9.4970825,9.0
614,I,1.45,1.1125,0.4,24.153774,11.35397475,5.216308,7.37087,10.0
615,I,1.1,0.775,0.2375,10.2341695,4.762716,2.33883375,2.76407625,7.0
616,F,1.55,1.2,0.4125,30.03629525,12.0485375,6.10931725,9.4970825,10.0
617,M,1.35,1.05,0.3625,23.79940525,9.42620875,5.14543425,6.80388,10.0
618,I,1.275,0.975,0.3125,15.3937785,6.9456275,3.50116325,4.5075705,8.0
619,M,1.6,1.2125,0.45,33.46658475,13.93377925,8.51902475,10.0073735,10.0
620,I,1.1875,0.975,0.35,16.726205,7.10154975,3.4869885,5.5281525,9.0
621,M,1.45,1.175,0.3875,26.818627,10.73028575,4.32329875,8.6465975,10.0
622,F,1.55,1.2125,0.4,35.19590425,17.67591325,7.52679225,8.164656,11.0
623,I,0.925,0.6875,0.2125,6.93145275,3.061746,0.72291225,1.74349425,6.0
624,F,1.1,0.85,0.2625,11.7650425,4.46504625,2.9199985,3.40194,10.0
625,I,1.1,0.85,0.3125,14.67086625,8.12213175,2.5231055,3.40194,6.0
626,M,1.425,1.1,0.4,23.09066775,10.829509,5.5281525,6.80388,10.0
627,F,1.3375,1.0125,0.3625,21.55979475,7.3992195,4.63514325,6.0951425,12.0
